"","taz_sub","lowInc_0_autos.x","lowInc_autos_lt_workers.x","lowInc_autos_ge_workers.x","medInc_0_autos.x","medInc_autos_lt_workers.x","medInc_autos_ge_workers.x","highInc_0_autos.x","highInc_autos_lt_workers.x","highInc_autos_ge_workers.x","veryHighInc_0_autos.x","veryHighInc_autos_lt_workers.x","veryHighInc_autos_ge_workers.x","destChoiceAlt.x","taz.x","subzone.x","lowInc_0_autos_t.x","lowInc_autos_lt_workers_t.x","lowInc_autos_ge_workers_t.x","medInc_0_autos_t.x","medInc_autos_lt_workers_t.x","medInc_autos_ge_workers_t.x","highInc_0_autos_t.x","highInc_autos_lt_workers_t.x","highInc_autos_ge_workers_t.x","veryHighInc_0_autos_t.x","veryHighInc_autos_lt_workers_t.x","veryHighInc_autos_ge_workers_t.x","mwt.x","subzone_s.x","lowInc_0_autos.y","lowInc_autos_lt_workers.y","lowInc_autos_ge_workers.y","medInc_0_autos.y","medInc_autos_lt_workers.y","medInc_autos_ge_workers.y","highInc_0_autos.y","highInc_autos_lt_workers.y","highInc_autos_ge_workers.y","veryHighInc_0_autos.y","veryHighInc_autos_lt_workers.y","veryHighInc_autos_ge_workers.y","destChoiceAlt.y","taz.y","subzone.y","lowInc_0_autos_t.y","lowInc_autos_lt_workers_t.y","lowInc_autos_ge_workers_t.y","medInc_0_autos_t.y","medInc_autos_lt_workers_t.y","medInc_autos_ge_workers_t.y","highInc_0_autos_t.y","highInc_autos_lt_workers_t.y","highInc_autos_ge_workers_t.y","veryHighInc_0_autos_t.y","veryHighInc_autos_lt_workers_t.y","veryHighInc_autos_ge_workers_t.y","mwt.y","subzone_s.y","mdiff"
"4283","977b",18.73745,13.39264,12.07055,18.70356,13.56234,12.31877,18.66998,13.62491,12.41304,18.64999,13.72165,12.54085,2930,977,2,269.932089552239,213.644029850746,368.467164179104,264.464179104478,213.868656716418,355.914925373134,259.588059701492,215.527611940298,349.148507462687,254.933582089552,219.736567164179,341.008208955224,336.688239552239,"b",19.0046,13.61652,12.26094,18.96385,13.75972,12.4804,18.9248,13.8085,12.56075,18.9,13.90044,12.68289,2930,977,2,271.382089552239,214.621641791045,356.185074626866,265.657462686567,214.618656716418,349.391044776119,260.518656716418,214.332835820896,345.626865671642,253.205970149254,214.703731343284,341.765671641791,332.163700746269,"b",12.0698723880597
"4284","977c",18.7384,13.39511,12.07253,18.70474,13.56485,12.32062,18.67127,13.62741,12.41483,18.65138,13.72404,12.54252,2928,977,0,270.002985074627,213.828358208955,368.614925373134,264.55223880597,214.055970149254,356.052985074627,259.684328358209,215.714179104477,349.282089552239,255.037313432836,219.914925373134,341.132835820896,336.821835820896,"c",19.00474,13.6169,12.26126,18.96375,13.75949,12.48022,18.92467,13.80823,12.56055,18.89982,13.9001,12.68264,2928,977,0,271.392537313433,214.65,356.208955223881,265.65,214.601492537313,349.377611940298,260.508955223881,214.312686567164,345.611940298507,253.192537313433,214.678358208955,341.747014925373,332.157982835821,"c",12.4194208955224
"4285","978a",19.22223,13.43489,11.98455,19.21813,13.60332,12.25647,19.2177,13.66976,12.35881,19.2235,13.76693,12.49548,2932,978,1,306.109701492537,216.797014925373,362.049253731343,302.864925373134,216.926865671642,351.265671641791,300.462686567164,218.874626865672,345.101492537313,297.732835820896,223.115671641791,337.622388059702,336.497984328358,"a",19.25393,13.57573,12.16641,19.22438,13.72707,12.41058,19.20118,13.78122,12.49972,19.20339,13.8794,12.6302,2932,978,1,289.988805970149,211.577611940299,349.130597014925,285.1,212.182089552239,344.180597014925,281.144029850746,212.297014925373,341.072388059701,275.847014925373,213.133582089552,337.833582089552,329.461653731343,"a",12.0629917910448
"4286","978b",19.20094,13.34512,11.9032,19.19032,13.50451,12.17614,19.18708,13.56802,12.27914,19.18868,13.66135,12.41618,2933,978,2,304.520895522388,210.09776119403,355.978358208955,300.789552238806,209.552985074627,345.270895522388,298.177611940299,211.282089552239,339.155970149254,295.134328358209,215.236567164179,331.70447761194,330.800539552239,"b",19.22818,13.47822,12.08179,19.19071,13.62061,12.32679,19.1637,13.67162,12.41658,19.16045,13.76539,12.54661,2933,978,2,288.067164179104,204.300746268657,342.815671641791,282.587313432836,204.237313432836,337.927611940299,278.347014925373,204.117910447761,334.867910447761,272.642537313433,204.625373134328,331.59552238806,323.461201492537,"b",8.60744701492541
"4287","978c",19.25884,13.57636,12.11407,19.25737,13.73192,12.36317,19.25787,13.7933,12.45782,19.26538,13.88488,12.58647,2931,978,0,308.841791044776,227.35447761194,371.714925373134,305.79328358209,226.523880597015,359.228358208955,303.460447761194,228.094029850746,352.490298507463,300.858208955224,231.917910447761,344.412686567164,344.045729850746,"c",19.29705,13.72501,12.29798,19.27031,13.861,12.5186,19.24839,13.90912,12.59945,19.25281,14.00154,12.72248,2931,978,0,293.20671641791,222.717910447761,358.949253731343,288.527611940298,222.176865671642,352.241791044776,284.667164179105,221.841791044776,348.514925373134,279.535074626866,222.248507462687,344.720149253731,337.163142537313,"c",9.95344626865676
"4288","979a",19.91923,13.74174,11.95195,19.91081,13.85915,12.21996,19.91125,13.90878,12.32115,19.91562,13.98239,12.45541,2935,979,1,358.124626865672,239.696268656716,359.616417910448,354.557462686567,236.018656716418,348.541044776119,352.220149253731,236.711940298507,342.291044776119,349.383582089552,239.194776119403,334.632089552239,340.151249253731,"a",19.92639,13.87019,12.17075,19.89321,13.97874,12.41187,19.87092,14.01727,12.49979,19.87297,14.09678,12.62892,2935,979,1,340.172388059702,233.55223880597,349.45447761194,335.012686567164,230.963432835821,344.276865671642,331.124626865672,229.912686567164,341.077611940299,325.815671641791,229.355970149254,337.738059701493,335.317236567164,"a",9.42632611940306
"4289","979b",19.90865,13.67631,11.86757,19.89696,13.78331,12.13628,19.89602,13.82932,12.23806,19.89829,13.89793,12.37249,2936,979,2,357.335074626866,234.813432835821,353.319402985075,353.523880597015,230.358955223881,342.296268656716,351.083582089552,230.782089552239,336.090298507463,348.090298507463,232.891791044776,328.444029850746,334.433069402985,"b",19.9114,13.78755,12.07359,19.8736,13.88457,12.31549,19.84915,13.91877,12.40406,19.84805,13.99231,12.53256,2936,979,2,339.053731343284,227.385074626866,342.203731343284,333.549253731343,223.935820895522,337.084328358209,329.5,222.561940298508,333.933582089552,323.955970149254,221.559701492537,330.547014925373,328.660858208955,"b",8.83473358208963
"4290","979c",19.90827,13.67391,11.86444,19.89655,13.78099,12.13372,19.89561,13.8271,12.23574,19.89789,13.89589,12.37049,2934,979,0,357.306716417911,234.634328358209,353.085820895522,353.49328358209,230.185820895522,342.105223880597,351.052985074627,230.616417910448,335.917164179104,348.060447761194,232.739552238806,328.294776119403,334.262841044776,"c",19.90645,13.75896,12.03963,19.86729,13.85269,12.28281,19.84223,13.88581,12.37209,19.84022,13.95769,12.50081,2934,979,0,338.684328358209,225.251492537313,339.669402985075,333.078358208955,221.556716417911,334.64552238806,328.983582089552,220.10223880597,331.54776119403,323.371641791045,218.976119402985,328.177611940298,326.414309701492,"c",9.75833656716415
"4291","97a",19.37595,13.83486,12.35346,19.34606,13.94931,12.55132,19.32078,13.99166,12.62674,19.32979,14.07632,12.74127,289,97,1,317.581343283582,246.64552238806,389.579850746269,312.411940298508,242.747014925373,373.269402985075,308.155223880597,242.897014925373,365.096268656716,305.664925373134,246.20447761194,355.964925373134,357.532914179104,"a",19.63681,14.11024,12.59051,19.59983,14.19195,12.7527,19.56978,14.22005,12.81383,19.56711,14.29484,12.91966,289,97,1,318.561940298507,251.466417910448,380.779850746269,313.118656716418,246.874626865672,369.711940298507,308.651492537314,245.04552238806,364.513432835821,302.990298507463,244.136567164179,359.435074626866,355.716430597015,"a",8.40869029850748
"4292","97b",19.31878,13.64002,12.17173,19.27794,13.74891,12.38075,19.24687,13.78878,12.4602,19.24849,13.8698,12.57722,290,97,2,313.314925373134,232.105223880597,376.017910447761,307.328358208955,227.791791044776,360.540298507463,302.639552238806,227.75671641791,352.667910447761,299.59776119403,230.792537313433,343.722388059702,345.391814925373,"b",19.57551,13.90356,12.38948,19.52973,13.98272,12.56649,19.49481,14.0093,12.63298,19.48436,14.07997,12.74148,290,97,2,313.987313432836,236.042537313433,365.777611940299,307.887313432836,231.260447761194,355.815671641791,303.056716417911,229.317910447761,351.017164179104,296.814925373134,228.101492537313,346.138059701492,342.51565,"b",8.40869029850748
"4293","97c",19.25413,13.38015,11.93345,19.20208,13.4876,12.16663,19.16475,13.52593,12.25414,19.15846,13.60431,12.3773,288,97,0,308.490298507463,212.711940298508,358.235820895522,301.667164179104,208.291044776119,344.561194029851,296.511194029851,208.141044776119,337.290298507463,292.879104477612,210.979850746269,328.802985074627,330.154258208955,"c",19.50511,13.62008,12.11584,19.44917,13.69765,12.32041,19.40849,13.72265,12.39649,19.38838,13.78652,12.50965,288,97,0,308.733582089552,214.887313432836,345.35671641791,301.875373134328,209.986567164179,337.451492537313,296.614925373134,207.926119402985,333.368656716418,289.65223880597,206.20223880597,328.837313432836,325.079158208955,"c",8.40869029850748
"4294","980a",19.9972,13.99171,12.2584,20.0233,14.12703,12.5012,20.04665,14.18517,12.59293,20.06417,14.26627,12.72122,2938,980,1,363.94328358209,258.350746268657,382.485820895522,362.95223880597,256.009701492537,369.529104477612,362.324626865672,257.338059701492,362.573134328358,360.469402985075,260.379850746269,354.468656716418,359.815262686567,"a",19.93334,14.09293,12.4633,19.94098,14.21625,12.67642,19.94645,14.26297,12.75416,19.97104,14.35059,12.87649,2938,980,1,340.691044776119,250.174626865672,371.286567164179,338.577611940298,248.688059701493,364.019402985075,336.761194029851,248.248507462687,360.060447761194,333.134328358209,248.297014925373,356.213432835821,353.327649253731,"a",8.27172761194038
"4295","980b",19.97724,13.88614,12.12944,19.99944,14.01367,12.37765,20.02155,14.06998,12.47178,20.03642,14.1467,12.60161,2939,980,2,362.453731343283,250.472388059701,372.861940298507,361.171641791045,247.55,360.308955223881,360.451492537314,248.741791044776,353.532089552239,358.398507462687,251.45671641791,345.542537313433,351.355428358209,"b",19.90557,13.96772,12.32619,19.90815,14.08428,12.54513,19.91176,14.12919,12.62541,19.93301,14.21284,12.74875,2939,980,2,338.618656716418,240.830597014925,361.05447761194,336.127611940298,238.839552238806,354.221641791045,334.172388059702,238.264925373134,350.45223880597,330.296268656716,238.017164179104,346.680597014925,344.223723880597,"b",9.4961798507463
"4296","980c",19.95294,13.74394,11.95048,19.97191,13.86868,12.21763,19.99319,13.92579,12.31903,20.00557,13.99915,12.454,2937,980,0,360.640298507463,239.860447761194,359.50671641791,359.117164179105,236.729850746269,348.367164179104,358.335074626866,237.981343283582,342.132835820895,356.096268656716,240.44552238806,334.526865671642,340.432982089552,"c",19.87544,13.81615,12.15785,19.87496,13.93579,12.39754,19.87766,13.98301,12.48552,19.89654,14.06608,12.61415,2937,980,0,336.370149253731,229.519402985075,348.491791044776,333.650746268657,227.758208955224,343.207462686567,331.627611940298,227.355970149254,340.012686567164,327.574626865672,227.064925373134,336.635820895522,334.022532835821,"c",9.90818208955224
"4297","981a",19.76535,13.73341,12.06945,19.7975,13.89088,12.34122,19.82541,13.95931,12.44395,19.84629,14.04935,12.58141,2941,981,1,346.64104477612,239.074626865672,368.385074626866,346.101492537313,238.386567164179,357.590298507463,345.814179104478,240.482835820895,351.455223880597,344.209701492537,244.191791044776,344.035074626866,347.125639552239,"a",19.69044,13.82758,12.27158,19.70895,13.97017,12.50629,19.7222,14.02508,12.59151,19.75102,14.11698,12.71779,2941,981,1,322.564179104477,230.372388059702,356.979104477612,321.261940298508,230.323880597015,351.323134328358,320.026119402985,230.49552238806,347.922388059701,316.714925373134,230.863432835821,344.370149253731,339.79407761194,"a",10.2447201492538
"4298","981b",19.75137,13.65841,11.98454,19.77959,13.80586,12.25576,19.80611,13.87129,12.35859,19.82452,13.95657,12.49579,2942,981,2,345.59776119403,233.477611940299,362.048507462687,344.764925373134,232.041791044776,351.212686567164,344.373880597015,233.914179104478,345.085074626866,342.585074626866,237.267910447761,337.64552238806,341.225676865672,"b",19.67061,13.73737,12.1803,19.68467,13.87242,12.41648,19.69638,13.92537,12.50277,19.7226,14.01388,12.62928,2942,981,2,321.084328358209,223.640298507463,350.167164179105,319.45,223.029104477612,344.620895522388,318.099253731343,223.05447761194,341.3,314.594029850746,223.169402985075,337.764925373134,333.530087313433,"b",9.11051119402981
"4299","981c",19.77762,13.79565,12.13931,19.80779,13.93725,12.38781,19.83442,13.99844,12.48197,19.85445,14.08252,12.61217,2940,981,0,347.55671641791,243.719402985075,373.598507462687,346.869402985075,241.847014925373,361.067164179105,346.486567164179,243.402985074627,354.292537313433,344.818656716418,246.667164179105,346.330597014925,350.299559701493,"c",19.70619,13.89504,12.33979,19.72374,14.0264,12.55827,19.7365,14.07734,12.6384,19.76582,14.16777,12.76185,2940,981,0,323.739552238806,235.40671641791,362.069402985075,322.365671641791,234.520149253731,355.20223880597,321.09328358209,234.39552238806,351.421641791045,317.819402985075,234.653731343284,347.658208955224,343.47365,"c",9.75061119402986
"4300","982a",19.61318,13.87445,12.30576,19.64931,14.03467,12.54913,19.67543,14.10009,12.64114,19.69903,14.19439,12.77063,2944,982,1,335.285074626866,249.6,386.020149253731,335.042537313433,249.117164179104,373.105970149254,334.621641791045,250.988805970149,366.170895522388,333.220149253731,255.015671641791,358.155970149254,359.815641791045,"a",19.58583,14.01261,12.50717,19.61389,14.15806,12.71991,19.62944,14.21344,12.79834,19.66255,14.31301,12.92324,2944,982,1,314.757462686567,244.180597014925,374.560447761194,314.167910447761,244.34552238806,367.264925373134,313.103731343284,244.55223880597,363.357462686567,310.112686567164,245.492537313433,359.70223880597,353.554003731343,"a",11.065128358209
"4301","982b",19.5796,13.73725,12.16499,19.60947,13.89089,12.41419,19.63357,13.95488,12.50869,19.65295,14.0455,12.63985,2945,982,2,332.779104477612,239.361194029851,375.514925373134,332.069402985075,238.387313432836,363.035820895522,331.49776119403,240.15223880597,356.286567164179,329.781343283582,243.90447761194,348.396268656716,350.392729104478,"b",19.54203,13.86066,12.36151,19.56307,14.00145,12.5803,19.57615,14.05573,12.66119,19.60426,14.15174,12.78678,2945,982,2,311.488805970149,232.841044776119,363.690298507463,310.375373134328,232.658208955224,356.846268656716,309.126865671642,232.782835820896,353.122388059701,305.762686567164,233.457462686567,349.518656716418,343.682469402985,"b",12.3426888059702
"4302","982c",19.53828,13.54573,11.96755,19.56382,13.70483,12.24148,19.58699,13.77292,12.34527,19.60288,13.86368,12.48359,2943,982,0,329.69552238806,225.068656716418,360.780597014925,328.662686567164,224.50223880597,350.147014925373,328.021641791045,226.573134328358,344.091044776119,326.044776119403,230.335820895522,336.735074626866,338.375955223881,"c",19.48957,13.65323,12.1643,19.50478,13.79797,12.4027,19.51572,13.85363,12.48984,19.53809,13.9451,12.61721,2943,982,0,307.573880597015,217.361194029851,348.973134328358,306.025373134328,217.473134328358,343.592537313433,304.617164179105,217.700746268657,340.335074626866,300.824626865672,218.036567164179,336.864179104478,331.068685820896,"c",12.5765626865672
"4303","983a",19.57052,13.57718,11.99186,19.59466,13.73258,12.2618,19.61723,13.79912,12.36402,19.63383,13.88834,12.50046,2947,983,1,332.101492537313,227.415671641791,362.594776119403,330.964179104478,226.573134328358,351.663432835821,330.278358208955,228.528358208955,345.490298507463,328.35447761194,232.176119402985,337.994029850746,339.981786567164,"a",19.54133,13.74206,12.2409,19.55425,13.89544,12.48381,19.56268,13.9541,12.57262,19.58782,14.05271,12.70361,2947,983,1,311.436567164179,223.990298507463,354.689552238806,309.717164179104,224.747014925373,349.64552238806,308.121641791045,225.198507462687,346.512686567164,304.535820895522,226.067164179104,343.311940298507,337.05177761194,"a",11.2864268656717
"4304","983b",19.5575,13.51017,11.92198,19.5781,13.65773,12.19247,19.59941,13.72196,12.29516,19.61376,13.80752,12.43177,2948,983,2,331.129850746269,222.414925373134,357.379850746269,329.728358208955,220.987313432836,346.489552238806,328.948507462687,222.770149253731,340.351492537313,326.85671641791,226.144776119403,332.867910447761,335.158252985075,"b",19.51959,13.64922,12.15219,19.52686,13.79359,12.39523,19.5331,13.84951,12.48449,19.55462,13.94355,12.61473,2948,983,2,309.814179104478,217.061940298507,348.069402985075,307.673134328358,217.146268656716,343.035074626866,305.914179104478,217.39328358209,339.935820895522,302.058208955224,217.920895522388,336.679104477612,330.808943283582,"b",11.1032
"4305","983c",19.60695,13.74759,12.16874,19.63512,13.89925,12.41747,19.65863,13.96263,12.51175,19.6785,14.05261,12.64249,2946,983,0,334.820149253731,240.132835820896,375.794776119403,333.983582089552,239.011194029851,363.280597014925,333.367910447761,240.730597014925,356.514925373134,331.688059701493,244.435074626866,348.59328358209,350.815194029851,"c",19.57345,13.86838,12.36215,19.5861,14.00517,12.58051,19.59417,14.0576,12.6612,19.62041,14.15247,12.78636,2946,983,0,313.833582089552,233.417164179105,363.738059701492,312.094029850746,232.935820895522,356.861940298507,310.471641791045,232.922388059702,353.123134328358,306.967910447761,233.511940298507,349.487313432836,343.890770149254,"c",11.2674895522388
"4306","984a",18.02367,12.97075,11.86253,18.05733,13.19485,12.14076,18.07405,13.28051,12.24591,18.08978,13.39755,12.38402,2950,984,1,216.664925373134,182.159701492537,352.94328358209,216.238059701493,186.444029850746,342.630597014925,215.115671641791,189.826119402985,336.676119402985,213.126865671642,195.55,329.30447761194,319.162984328358,"a",18.26794,13.30384,12.13251,18.32336,13.50863,12.38149,18.34686,13.58318,12.47246,18.37413,13.6995,12.60457,2950,984,1,216.407462686567,191.287313432836,346.600746268657,217.859701492537,195.880597014925,342.009701492537,217.388805970149,197.517910447761,339.038059701493,213.961940298508,199.708208955224,335.920895522388,320.111749253731,"a",8.90886716417913
"4307","984b",17.98306,12.88973,11.81093,18.00662,13.11157,12.0906,18.01924,13.19664,12.1964,18.02869,13.31331,12.33536,2951,984,2,213.634328358209,176.113432835821,349.092537313433,212.453731343284,180.229104477612,338.887313432836,211.025373134328,183.567164179104,332.981343283582,208.567910447761,189.263432835821,325.673134328358,315.305641791045,"b",18.20621,13.19056,12.05592,18.24983,13.39295,12.30682,18.26908,13.46714,12.39883,18.2875,13.58168,12.53105,2951,984,2,211.800746268657,182.833582089552,340.885074626866,212.372388059701,187.24776119403,336.437313432836,211.584328358209,188.858208955224,333.54328358209,207.497014925373,190.915671641791,330.434328358209,314.396420149254,"b",8.62964179104478
