pda,tothh,hhpop,hhincq1,hhincq2,hhincq3,hhincq4,sfdu,mfdu,totemp,agrempn,mwtempn,retempn,fpsempn,herempn,othempn,occupancy_rate,non_residential_sqft,sq_ft_per_employee
ber5,269.0,605.0,131.0,60.0,37.0,41.0,54.0,191.0,1453.0,0.0,33.0,148.0,227.0,735.0,310.0,2.49074074074,781650.957715,537.95661233
wcc1_f,750.0,2062.0,138.0,104.0,147.0,361.0,437.0,375.0,721.0,1.0,71.0,102.0,63.0,248.0,236.0,0.858123569794,430165.900732,596.623995467
ccg1_m,629.0,1761.0,122.0,81.0,138.0,288.0,55.0,587.0,708.0,0.0,110.0,64.0,158.0,206.0,170.0,5.71818181818,475202.692675,671.190243891
vta1_g,24.0,64.0,8.0,3.0,6.0,7.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0
ber4,57.0,132.0,26.0,16.0,5.0,10.0,41.0,18.0,585.0,1.0,22.0,79.0,62.0,265.0,156.0,0.69512195122,405389.716815,692.973874897
ccc3_b,684.0,1750.0,199.0,96.0,144.0,245.0,750.0,0.0,383.0,1.0,19.0,132.0,24.0,115.0,92.0,0.456,196757.0,513.725848564
con1_b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roh1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dub2,799.0,2266.0,89.0,63.0,133.0,514.0,110.0,697.0,244.0,2.0,38.0,27.0,25.0,51.0,101.0,3.63181818182,92503.0810984,379.110988108
con1_a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
